LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_visibility,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_visibility,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_visibility,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility
0.8681135773658752,0.9374497532844543,-0.35251012444496155,0.9917393922805786,0.7996222376823425,0.9726172685623169,-0.6565543413162231,0.9984625577926636,0.8747145533561707,0.9646981954574585,-0.14683763682842255,0.11687473207712173,0.7212821245193481,1.0210587978363037,-0.6850529313087463,0.7891207337379456,0.8891386985778809,0.9967241883277893,-0.04853202775120735,0.04188225790858269,0.6993962526321411,1.0785274505615234,-0.7249053120613098,0.30847764015197754,0.7046015858650208,0.9516729712486267,0.10770821571350098,0.9968158602714539,0.6728806495666504,0.9734682440757751,-0.10792354494333267,0.9995433688163757,0.6125525236129761,0.9508678317070007,0.5155767202377319,0.2121850699186325,0.5705380439758301,0.9757779240608215,0.10076998919248581,0.9292042851448059,0.5355303287506104,0.9299272894859314,0.9888027906417847,0.40784919261932373,0.45168161392211914,0.9602190852165222,0.3570132851600647,0.9679750204086304
0.8673329949378967,0.9317007064819336,-0.2982935905456543,0.9859249591827393,0.7970196604728699,0.9539923667907715,-0.6280207633972168,0.9952582120895386,0.8494303822517395,0.964999258518219,-0.08556094020605087,0.11126017570495605,0.7196674346923828,1.0217058658599854,-0.631293773651123,0.7801899313926697,0.8629530072212219,0.9994155168533325,-0.01443561166524887,0.04207675904035568,0.7319968938827515,1.0795966386795044,-0.6442522406578064,0.32217711210250854,0.7049800753593445,0.9436321258544922,0.10179843753576279,0.9922001957893372,0.6729112267494202,0.9442108869552612,-0.10182555764913559,0.9968026876449585,0.6250520944595337,0.9456974267959595,0.413905531167984,0.21137849986553192,0.5652047395706177,0.9694714546203613,0.16175158321857452,0.8978143930435181,0.539842426776886,0.936890721321106,0.8296769261360168,0.38057902455329895,0.45194849371910095,0.9600297212600708,0.49966081976890564,0.9433212876319885
0.8658843636512756,0.9230517745018005,-0.28224626183509827,0.9868701100349426,0.7834698557853699,0.9396063685417175,-0.6287882924079895,0.9955098628997803,0.8553319573402405,0.9657027125358582,-0.09030436724424362,0.11793526262044907,0.719891369342804,0.99144446849823,-0.6906810402870178,0.7892677783966064,0.8669615387916565,1.016074776649475,-0.04868093878030777,0.05552997812628746,0.7244283556938171,1.0798832178115845,-0.7694392204284668,0.3566606938838959,0.7034733891487122,0.9292503595352173,0.10632268339395523,0.9923515915870667,0.664332926273346,0.9306772947311401,-0.10644199699163437,0.9969839453697205,0.6542859077453613,0.9455642700195312,0.5277117490768433,0.20228888094425201,0.5607551336288452,0.9638984799385071,0.14098866283893585,0.8909185528755188,0.585667073726654,0.936241090297699,0.9968778491020203,0.35602474212646484,0.4542955458164215,0.9590096473693848,0.46086984872817993,0.9350200891494751
0.8595579266548157,0.9091433882713318,-0.2519551217556,0.9866479635238647,0.780393660068512,0.9294762015342712,-0.5930644273757935,0.9948478937149048,0.8577194809913635,0.9472816586494446,-0.06286094337701797,0.118632473051548,0.7268129587173462,0.9805161356925964,-0.6419010758399963,0.791442334651947,0.8858266472816467,0.9906585812568665,-0.018424151465296745,0.06377117335796356,0.7204367518424988,1.067685842514038,-0.6737303137779236,0.3825449049472809,0.6962475180625916,0.9180903434753418,0.10654299706220627,0.9918211102485657,0.6580020189285278,0.9235119819641113,-0.10663114488124847,0.9966340065002441,0.6256891489028931,0.9440253973007202,0.4393980801105499,0.20200227200984955,0.5589555501937866,0.9610256552696228,0.13236068189144135,0.8766703605651855,0.5575518012046814,0.9358137249946594,0.8309374451637268,0.3360498547554016,0.4549250602722168,0.9580714106559753,0.4215068817138672,0.9240394830703735
0.85676509141922,0.9028207063674927,-0.286128431558609,0.9873899221420288,0.776757538318634,0.920632541179657,-0.6131338477134705,0.994918942451477,0.8620935082435608,0.9508756995201111,-0.1661585122346878,0.13873335719108582,0.727542519569397,0.9681740403175354,-0.6873580813407898,0.7932021617889404,0.8988248705863953,0.9909752011299133,-0.20651768147945404,0.08664057403802872,0.7193583250045776,1.053186297416687,-0.7667557001113892,0.39753416180610657,0.6913709044456482,0.9095603823661804,0.108643539249897,0.9918739199638367,0.6517828106880188,0.914509117603302,-0.10874169319868088,0.9967430830001831,0.6202656030654907,0.9385876655578613,0.4542441666126251,0.19371962547302246,0.5553602576255798,0.9574832916259766,0.08655261993408203,0.8695655465126038,0.5547363758087158,0.9263267517089844,0.8995313048362732,0.31322529911994934,0.45484957098960876,0.9580973982810974,0.3587433397769928,0.9167647361755371
0.8546785712242126,0.8916235566139221,-0.2774919271469116,0.98796147108078,0.7718449831008911,0.9203184247016907,-0.616828978061676,0.9950544834136963,0.8605779409408569,0.9419937133789062,-0.1036621704697609,0.1460401713848114,0.734005331993103,0.9808254837989807,-0.6868492364883423,0.80397629737854,0.8974756598472595,0.9815210700035095,-0.09323235601186752,0.10086598992347717,0.7266336679458618,1.0672146081924438,-0.7513465285301208,0.43739908933639526,0.6886544227600098,0.9027978777885437,0.1089409813284874,0.9920666217803955,0.6475225687026978,0.9069786071777344,-0.10906223207712173,0.9968463182449341,0.6219114661216736,0.9412823915481567,0.4651894271373749,0.19095571339130402,0.5552619099617004,0.953266978263855,0.11237434297800064,0.8600462675094604,0.5610071420669556,0.9384356141090393,0.9159104228019714,0.2930953800678253,0.4547899663448334,0.9577527642250061,0.409181147813797,0.9106953740119934
0.8525606393814087,0.885657012462616,-0.22799108922481537,0.9886333346366882,0.7737083435058594,0.9113677144050598,-0.5752934217453003,0.9951651096343994,0.862002968788147,0.9457212686538696,-0.10692343860864639,0.16221264004707336,0.7385260462760925,0.9816073179244995,-0.6518473625183105,0.8150418400764465,0.8988469243049622,0.9931157827377319,-0.15358631312847137,0.12348535656929016,0.7400608658790588,1.0674774646759033,-0.7048825621604919,0.4646627902984619,0.6853317022323608,0.8996895551681519,0.11331392079591751,0.9922107458114624,0.6460794806480408,0.8989366292953491,-0.11354058980941772,0.9968870282173157,0.6142538189888,0.9407587051391602,0.4677755832672119,0.19944925606250763,0.5524009466171265,0.9488105773925781,0.13129690289497375,0.864250898361206,0.5506610870361328,0.9423069953918457,0.8803811073303223,0.2943529486656189,0.45260658860206604,0.9568074345588684,0.4238859713077545,0.9132271409034729
0.852933943271637,0.881238579750061,-0.2699619233608246,0.9895462393760681,0.7734052538871765,0.9070712924003601,-0.6349936723709106,0.9955137968063354,0.8649858236312866,0.9469531774520874,-0.1914563626050949,0.19613738358020782,0.7386780977249146,0.9954770803451538,-0.7220671772956848,0.8273054957389832,0.897611141204834,1.0100606679916382,-0.24712219834327698,0.14753200113773346,0.7467519640922546,1.1044331789016724,-0.7943184971809387,0.5000741481781006,0.6875357627868652,0.8982370495796204,0.11615166813135147,0.9926329255104065,0.6468406915664673,0.8931442499160767,-0.11642677336931229,0.9970897436141968,0.6190257668495178,0.9413025975227356,0.5059072971343994,0.20564638078212738,0.5537058711051941,0.9456499814987183,0.13559050858020782,0.8681545853614807,0.5557417273521423,0.9450157284736633,0.9728631377220154,0.293193519115448,0.4527660012245178,0.9562187790870667,0.4400506317615509,0.915623664855957
0.8518811464309692,0.8805809617042542,-0.28406837582588196,0.9903647899627686,0.7711767554283142,0.902315616607666,-0.6425103545188904,0.9958081841468811,0.8629032373428345,0.958560049533844,-0.20656923949718475,0.22813089191913605,0.7416216731071472,1.0005781650543213,-0.7277989983558655,0.8354495167732239,0.8877421021461487,1.0294103622436523,-0.27178719639778137,0.17223550379276276,0.7504472136497498,1.1086299419403076,-0.8036016225814819,0.5299167037010193,0.6886250376701355,0.8956335186958313,0.11606039851903915,0.9930075407028198,0.6446146368980408,0.8880792856216431,-0.11632706224918365,0.997277557849884,0.6292536854743958,0.9424189925193787,0.5003138780593872,0.20543882250785828,0.5536587834358215,0.9425479173660278,0.1316947191953659,0.8731583952903748,0.573005199432373,0.9519486427307129,0.9744139313697815,0.286649614572525,0.4519747197628021,0.9561920762062073,0.42588701844215393,0.9193507432937622
0.8554167151451111,0.8836826086044312,-0.37392672896385193,0.9912090301513672,0.7697378993034363,0.8988603353500366,-0.7247225046157837,0.9961162209510803,0.866130530834198,0.9731939435005188,-0.2891659140586853,0.2690390646457672,0.7420825362205505,1.0026915073394775,-0.8110612034797668,0.8448874354362488,0.8839960694313049,1.0424398183822632,-0.37255027890205383,0.1950421780347824,0.7448808550834656,1.1150379180908203,-0.9005845189094543,0.5570164322853088,0.6923204660415649,0.8979426026344299,0.11766906827688217,0.9934573173522949,0.646533191204071,0.8819932341575623,-0.1178993508219719,0.9974797964096069,0.6313811540603638,0.9521903395652771,0.4607706665992737,0.21738670766353607,0.55319744348526,0.9420908689498901,0.06702251732349396,0.8802152872085571,0.572717547416687,0.9514351487159729,1.0023678541183472,0.28409329056739807,0.4500706195831299,0.9557555913925171,0.36183962225914,0.9235288500785828
